order_id,order_date,total_amount,user_id,user_name,city,membership,restaurant_id,restaurant_name,cuisine,rating,order_year,order_month,order_month_name,order_quarter,order_day_of_week
4740,2023-06-26,409.36,2091,User_2091,Chennai,Gold,121,Sri Delights Non-Veg,Indian,4.1,2023,6,June,2,Monday
4741,2023-06-10,273.12,1480,User_1480,Pune,Gold,115,Annapurna Eatery Non-Veg,Chinese,3.3,2023,6,June,2,Saturday
4742,2023-08-03,595.77,2062,User_2062,Hyderabad,Gold,64,New Restaurant Chinese,Chinese,4.5,2023,8,August,3,Thursday
4743,2023-11-19,776.02,2170,User_2170,Bangalore,Regular,226,Darbar Curry House Andhra,Indian,3.2,2023,11,November,4,Sunday
4744,2023-07-23,360.25,517,User_517,Chennai,Regular,383,Amma Biryani North Indian,Indian,3.1,2023,7,July,3,Sunday
4745,2023-02-27,1309.48,1826,User_1826,Hyderabad,Regular,221,New Mess Non-Veg,Chinese,3.7,2023,2,February,1,Monday
4746,2023-11-05,1466.2,425,User_425,Pune,Gold,27,Darbar Dhaba Pure Veg,Italian,4.4,2023,11,November,4,Sunday
4747,2023-05-20,434.07,2123,User_2123,Bangalore,Regular,34,Ruchi Dhaba Multicuisine,Chinese,4.3,2023,5,May,2,Saturday
4748,2023-01-01,559.94,526,User_526,Hyderabad,Regular,52,Udupi Curry House South Indian,Mexican,4.9,2023,1,January,1,Sunday
4749,2023-06-22,915.92,1972,User_1972,Bangalore,Gold,409,Royal Kitchen Chinese,Mexican,3.5,2023,6,June,2,Thursday
4750,2023-11-23,274.58,374,User_374,Hyderabad,Regular,241,Hotel Biryani Andhra,Chinese,3.9,2023,11,November,4,Thursday
4751,2023-02-06,456.74,693,User_693,Bangalore,Regular,303,Swagath Foods Andhra,Mexican,3.2,2023,2,February,1,Monday
4752,2023-03-19,474.66,1080,User_1080,Chennai,Regular,235,Amma Delights Family Restaurant,Italian,4.5,2023,3,March,1,Sunday
4753,2023-09-19,367.72,429,User_429,Hyderabad,Gold,56,Sri Delights Pure Veg,Italian,3.2,2023,9,September,3,Tuesday
4754,2023-08-02,1356.15,1595,User_1595,Chennai,Gold,99,Sri Restaurant Family Restaurant,Italian,4.0,2023,8,August,3,Wednesday
4755,2023-05-05,1378.5,1993,User_1993,Pune,Gold,189,Hotel Curry House Non-Veg,Indian,4.8,2023,5,May,2,Friday
4756,2023-04-13,639.31,1197,User_1197,Bangalore,Regular,364,Sri Foods Non-Veg,Mexican,3.4,2023,4,April,2,Thursday
4757,2023-05-11,1005.13,1531,User_1531,Bangalore,Gold,442,Sai Eatery Andhra,Italian,3.7,2023,5,May,2,Thursday
4758,2023-01-04,1404.97,576,User_576,Pune,Gold,298,Swagath Foods Andhra,Mexican,5.0,2023,1,January,1,Wednesday
4759,2023-02-20,198.98,623,User_623,Pune,Gold,225,Darbar Tiffins Chinese,Italian,4.2,2023,2,February,1,Monday
4760,2023-11-16,432.95,2385,User_2385,Pune,Regular,271,Hotel Curry House North Indian,Chinese,3.8,2023,11,November,4,Thursday
4761,2023-10-14,939.08,1299,User_1299,Bangalore,Regular,159,Darbar Dhaba Punjabi,Mexican,4.9,2023,10,October,4,Saturday
4762,2023-05-07,569.58,275,User_275,Pune,Regular,171,Ruchi Mess Non-Veg,Mexican,3.6,2023,5,May,2,Sunday
4763,2023-08-16,861.19,1500,User_1500,Hyderabad,Regular,260,Udupi Restaurant Family Restaurant,Indian,4.0,2023,8,August,3,Wednesday
4764,2023-09-21,920.31,2640,User_2640,Bangalore,Gold,478,New Tiffins Pure Veg,Chinese,3.1,2023,9,September,3,Thursday
4765,2023-08-05,1024.43,1977,User_1977,Pune,Gold,127,Hotel Eatery Family Restaurant,Chinese,5.0,2023,8,August,3,Saturday
4766,2023-07-11,1366.09,1791,User_1791,Hyderabad,Gold,455,Ruchi Dhaba Pure Veg,Chinese,3.8,2023,7,July,3,Tuesday
4767,2023-07-28,139.4,1105,User_1105,Chennai,Gold,31,Udupi Delights North Indian,Mexican,4.7,2023,7,July,3,Friday
4768,2023-11-20,559.61,96,User_96,Pune,Regular,110,Amma Kitchen South Indian,Mexican,4.2,2023,11,November,4,Monday
4769,2023-01-19,1025.54,66,User_66,Chennai,Gold,64,New Restaurant Chinese,Chinese,4.5,2023,1,January,1,Thursday
4770,2023-10-17,1434.2,1424,User_1424,Pune,Gold,338,Grand Kitchen Non-Veg,Mexican,4.5,2023,10,October,4,Tuesday
4771,2023-09-18,800.07,2767,User_2767,Hyderabad,Regular,306,Grand Dhaba Non-Veg,Chinese,4.8,2023,9,September,3,Monday
4772,2023-07-24,1099.58,386,User_386,Pune,Regular,65,Grand Eatery Non-Veg,Mexican,3.2,2023,7,July,3,Monday
4773,2023-11-02,1468.77,848,User_848,Pune,Regular,96,Annapurna Biryani Non-Veg,Mexican,4.4,2023,11,November,4,Thursday
4774,2023-08-15,707.02,58,User_58,Bangalore,Regular,260,Udupi Restaurant Family Restaurant,Indian,4.0,2023,8,August,3,Tuesday
4775,2023-03-27,415.35,1405,User_1405,Pune,Regular,268,Annapurna Biryani Multicuisine,Indian,3.8,2023,3,March,1,Monday
4776,2023-10-23,657.58,567,User_567,Hyderabad,Gold,27,Darbar Dhaba Pure Veg,Italian,4.4,2023,10,October,4,Monday
4777,2023-04-05,949.04,892,User_892,Bangalore,Gold,179,Annapurna Foods Multicuisine,Italian,3.5,2023,4,April,2,Wednesday
4778,2023-06-15,1489.68,2813,User_2813,Chennai,Gold,118,Amma Mess Pure Veg,Mexican,3.8,2023,6,June,2,Thursday
4779,2023-10-17,1097.73,2138,User_2138,Chennai,Regular,410,Darbar Mess Pure Veg,Italian,3.6,2023,10,October,4,Tuesday
4780,2023-02-21,1304.13,1482,User_1482,Bangalore,Regular,342,Ruchi Cafe Chinese,Mexican,4.1,2023,2,February,1,Tuesday
4781,2023-09-20,295.73,398,User_398,Pune,Gold,163,Spice Delights Multicuisine,Italian,4.2,2023,9,September,3,Wednesday
4782,2023-04-13,323.14,2298,User_2298,Bangalore,Regular,282,Hotel Curry House Chinese,Indian,4.4,2023,4,April,2,Thursday
4783,2023-03-22,470.45,1097,User_1097,Chennai,Gold,319,Darbar Eatery Family Restaurant,Indian,3.1,2023,3,March,1,Wednesday
4784,2023-01-27,132.68,1407,User_1407,Pune,Gold,368,Sri Dhaba Pure Veg,Indian,4.4,2023,1,January,1,Friday
4785,2023-02-03,446.32,2003,User_2003,Chennai,Regular,304,Hotel Tiffins Andhra,Italian,4.1,2023,2,February,1,Friday
4786,2023-03-27,351.94,1640,User_1640,Hyderabad,Regular,41,Classic Delights Pure Veg,Mexican,3.7,2023,3,March,1,Monday
4787,2023-11-19,931.33,2234,User_2234,Bangalore,Gold,55,Darbar Restaurant Multicuisine,Indian,3.5,2023,11,November,4,Sunday
4788,2023-12-15,207.71,829,User_829,Pune,Regular,419,Darbar Delights Andhra,Chinese,3.6,2023,12,December,4,Friday
4789,2023-08-14,1245.14,2406,User_2406,Pune,Regular,315,Swagath Curry House Chinese,Mexican,4.7,2023,8,August,3,Monday
4790,2023-08-25,753.4,1653,User_1653,Bangalore,Gold,297,Grand Tiffins Andhra,Italian,4.8,2023,8,August,3,Friday
4791,2023-07-18,255.43,396,User_396,Pune,Regular,136,Hotel Cafe South Indian,Indian,3.6,2023,7,July,3,Tuesday
4792,2023-07-11,100.23,2748,User_2748,Hyderabad,Regular,383,Amma Biryani North Indian,Indian,3.1,2023,7,July,3,Tuesday
4793,2023-10-25,1489.25,983,User_983,Pune,Regular,163,Spice Delights Multicuisine,Italian,4.2,2023,10,October,4,Wednesday
4794,2023-09-20,1395.83,657,User_657,Bangalore,Regular,107,Spice Kitchen Punjabi,Mexican,4.0,2023,9,September,3,Wednesday
4795,2023-01-17,109.93,1445,User_1445,Bangalore,Regular,338,Grand Kitchen Non-Veg,Mexican,4.5,2023,1,January,1,Tuesday
4796,2023-11-14,1069.64,1203,User_1203,Hyderabad,Regular,156,Sri Tiffins North Indian,Italian,3.8,2023,11,November,4,Tuesday
4797,2023-04-28,1487.91,23,User_23,Chennai,Regular,346,Amma Dhaba Non-Veg,Indian,4.5,2023,4,April,2,Friday
4798,2023-12-03,360.65,2223,User_2223,Chennai,Regular,54,Ruchi Tiffins Multicuisine,Italian,4.9,2023,12,December,4,Sunday
4799,2023-07-18,362.07,1280,User_1280,Hyderabad,Regular,415,Ruchi Dhaba Pure Veg,Indian,3.2,2023,7,July,3,Tuesday
4800,2023-03-10,1234.13,1523,User_1523,Hyderabad,Regular,345,Sai Tiffins Chinese,Chinese,4.3,2023,3,March,1,Friday
4801,2023-09-03,1162.25,1469,User_1469,Pune,Gold,391,Sri Biryani Family Restaurant,Indian,3.3,2023,9,September,3,Sunday
4802,2023-02-15,904.48,52,User_52,Chennai,Regular,181,Classic Foods Pure Veg,Indian,4.0,2023,2,February,1,Wednesday
4803,2023-05-02,1036.5,1018,User_1018,Bangalore,Gold,191,Grand Mess North Indian,Indian,4.0,2023,5,May,2,Tuesday
4804,2023-08-23,328.06,875,User_875,Hyderabad,Regular,395,Royal Restaurant Punjabi,Mexican,4.0,2023,8,August,3,Wednesday
4805,2023-10-29,727.44,1488,User_1488,Hyderabad,Gold,198,Annapurna Tiffins North Indian,Mexican,4.1,2023,10,October,4,Sunday
4806,2023-12-16,669.39,2924,User_2924,Hyderabad,Gold,79,Amma Restaurant Family Restaurant,Mexican,4.9,2023,12,December,4,Saturday
4807,2023-04-01,1196.31,2358,User_2358,Bangalore,Regular,341,Amma Biryani Family Restaurant,Chinese,3.2,2023,4,April,2,Saturday
4808,2023-09-19,650.35,2595,User_2595,Bangalore,Regular,52,Udupi Curry House South Indian,Mexican,4.9,2023,9,September,3,Tuesday
4809,2023-12-03,921.43,893,User_893,Pune,Gold,432,Hotel Eatery Pure Veg,Mexican,5.0,2023,12,December,4,Sunday
4810,2023-11-26,811.83,1305,User_1305,Chennai,Regular,340,Ruchi Tiffins Punjabi,Chinese,4.9,2023,11,November,4,Sunday
4811,2023-12-10,382.37,2487,User_2487,Hyderabad,Gold,314,New Eatery Punjabi,Indian,4.1,2023,12,December,4,Sunday
4812,2023-06-23,1291.23,943,User_943,Chennai,Regular,55,Darbar Restaurant Multicuisine,Indian,3.5,2023,6,June,2,Friday
4813,2023-10-02,1305.33,2420,User_2420,Chennai,Gold,470,Darbar Foods Multicuisine,Italian,3.6,2023,10,October,4,Monday
4814,2023-02-19,1474.78,356,User_356,Pune,Gold,31,Udupi Delights North Indian,Mexican,4.7,2023,2,February,1,Sunday
4815,2023-07-27,841.23,1276,User_1276,Pune,Gold,444,Classic Cafe Family Restaurant,Chinese,4.7,2023,7,July,3,Thursday
4816,2023-01-01,195.99,2414,User_2414,Hyderabad,Gold,173,Darbar Delights South Indian,Chinese,3.7,2023,1,January,1,Sunday
4817,2023-12-06,366.2,219,User_219,Chennai,Regular,377,Amma Kitchen Pure Veg,Mexican,4.0,2023,12,December,4,Wednesday
4818,2023-01-16,869.64,2633,User_2633,Hyderabad,Gold,136,Hotel Cafe South Indian,Indian,3.6,2023,1,January,1,Monday
4819,2023-11-21,1100.43,936,User_936,Pune,Gold,449,Sai Restaurant South Indian,Indian,4.5,2023,11,November,4,Tuesday
4820,2023-07-27,1129.72,1281,User_1281,Pune,Gold,88,Ruchi Eatery North Indian,Indian,4.8,2023,7,July,3,Thursday
4821,2023-07-29,1388.26,143,User_143,Bangalore,Gold,78,Sri Kitchen Chinese,Indian,3.5,2023,7,July,3,Saturday
4822,2023-10-22,115.69,1745,User_1745,Hyderabad,Gold,434,Amma Kitchen Punjabi,Italian,4.7,2023,10,October,4,Sunday
4823,2023-12-11,695.26,1229,User_1229,Bangalore,Regular,356,Hotel Foods Multicuisine,Indian,4.2,2023,12,December,4,Monday
4824,2023-06-23,731.83,2802,User_2802,Hyderabad,Gold,197,Sri Curry House North Indian,Mexican,4.7,2023,6,June,2,Friday
4825,2023-11-09,718.08,1775,User_1775,Chennai,Regular,118,Amma Mess Pure Veg,Mexican,3.8,2023,11,November,4,Thursday
4826,2023-09-15,1418.58,1545,User_1545,Hyderabad,Regular,9,Classic Mess Family Restaurant,Italian,3.1,2023,9,September,3,Friday
4827,2023-03-23,859.73,76,User_76,Pune,Regular,407,Grand Cafe Chinese,Mexican,4.6,2023,3,March,1,Thursday
4828,2023-10-28,949.29,161,User_161,Pune,Gold,13,Taste of Mess Punjabi,Indian,4.6,2023,10,October,4,Saturday
4829,2023-06-15,661.49,1562,User_1562,Chennai,Regular,247,Hotel Mess Punjabi,Mexican,3.2,2023,6,June,2,Thursday
4830,2023-06-06,1018.83,986,User_986,Chennai,Gold,73,Spice Mess Andhra,Mexican,3.1,2023,6,June,2,Tuesday
4831,2023-05-25,1292.85,1991,User_1991,Pune,Regular,143,Classic Cafe Punjabi,Chinese,4.0,2023,5,May,2,Thursday
4832,2023-03-24,676.84,2131,User_2131,Pune,Gold,466,Sai Cafe South Indian,Italian,4.9,2023,3,March,1,Friday
4833,2023-03-29,1208.79,1964,User_1964,Chennai,Gold,319,Darbar Eatery Family Restaurant,Indian,3.1,2023,3,March,1,Wednesday
4834,2023-01-10,434.49,375,User_375,Chennai,Gold,252,New Eatery South Indian,Indian,3.7,2023,1,January,1,Tuesday
4835,2023-08-01,1168.05,1543,User_1543,Chennai,Gold,1,Royal Kitchen Family Restaurant,Chinese,4.8,2023,8,August,3,Tuesday
4836,2023-12-24,390.32,770,User_770,Bangalore,Regular,451,Classic Curry House Andhra,Chinese,3.7,2023,12,December,4,Sunday
4837,2023-03-14,1110.67,1936,User_1936,Bangalore,Gold,314,New Eatery Punjabi,Indian,4.1,2023,3,March,1,Tuesday
4838,2023-12-21,1433.79,2057,User_2057,Chennai,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8,2023,12,December,4,Thursday
4839,2023-02-21,1359.68,2955,User_2955,Bangalore,Gold,109,Swagath Delights South Indian,Chinese,5.0,2023,2,February,1,Tuesday
4840,2023-03-25,102.22,1880,User_1880,Chennai,Gold,409,Royal Kitchen Chinese,Mexican,3.5,2023,3,March,1,Saturday
4841,2023-02-23,1318.62,2956,User_2956,Hyderabad,Regular,260,Udupi Restaurant Family Restaurant,Indian,4.0,2023,2,February,1,Thursday
4842,2023-11-21,193.66,1097,User_1097,Chennai,Gold,140,Royal Tiffins Punjabi,Italian,3.3,2023,11,November,4,Tuesday
4843,2023-11-29,792.64,2264,User_2264,Bangalore,Gold,470,Darbar Foods Multicuisine,Italian,3.6,2023,11,November,4,Wednesday
4844,2023-04-03,1144.32,303,User_303,Pune,Regular,240,New Mess Andhra,Indian,3.8,2023,4,April,2,Monday
4845,2023-10-23,1292.96,2925,User_2925,Bangalore,Regular,326,Classic Mess Punjabi,Italian,4.8,2023,10,October,4,Monday
4846,2024-01-01,175.16,975,User_975,Pune,Regular,384,Annapurna Biryani Andhra,Mexican,4.6,2024,1,January,1,Monday
4847,2023-06-13,161.39,358,User_358,Bangalore,Gold,167,Grand Tiffins Non-Veg,Italian,4.7,2023,6,June,2,Tuesday
4848,2023-08-07,474.32,995,User_995,Hyderabad,Regular,202,Swagath Foods Chinese,Indian,4.7,2023,8,August,3,Monday
4849,2023-12-17,657.55,2805,User_2805,Bangalore,Regular,57,Spice Mess Punjabi,Mexican,4.4,2023,12,December,4,Sunday
4850,2023-07-16,901.37,2174,User_2174,Pune,Gold,279,Sri Tiffins Andhra,Italian,4.9,2023,7,July,3,Sunday
4851,2023-08-02,1036.88,37,User_37,Bangalore,Regular,407,Grand Cafe Chinese,Mexican,4.6,2023,8,August,3,Wednesday
4852,2023-06-15,1000.9,400,User_400,Hyderabad,Regular,87,Hotel Curry House Non-Veg,Mexican,3.8,2023,6,June,2,Thursday
4853,2023-11-03,1423.71,2323,User_2323,Bangalore,Gold,446,Annapurna Cafe Andhra,Indian,4.9,2023,11,November,4,Friday
4854,2023-12-13,472.7,686,User_686,Chennai,Regular,310,Spice Cafe Pure Veg,Indian,4.1,2023,12,December,4,Wednesday
4855,2023-05-16,253.78,1478,User_1478,Pune,Gold,427,Spice Kitchen Pure Veg,Indian,3.6,2023,5,May,2,Tuesday
4856,2023-04-01,1078.21,1417,User_1417,Chennai,Gold,99,Sri Restaurant Family Restaurant,Italian,4.0,2023,4,April,2,Saturday
4857,2023-12-13,1057.18,2594,User_2594,Pune,Regular,34,Ruchi Dhaba Multicuisine,Chinese,4.3,2023,12,December,4,Wednesday
4858,2023-02-11,419.61,2204,User_2204,Chennai,Gold,390,Grand Restaurant Pure Veg,Mexican,4.7,2023,2,February,1,Saturday
4859,2023-12-01,743.94,979,User_979,Hyderabad,Gold,60,Grand Restaurant North Indian,Mexican,3.6,2023,12,December,4,Friday
4860,2023-07-21,485.88,1543,User_1543,Chennai,Gold,33,Amma Foods Non-Veg,Italian,4.2,2023,7,July,3,Friday
4861,2023-07-05,415.9,1889,User_1889,Pune,Regular,407,Grand Cafe Chinese,Mexican,4.6,2023,7,July,3,Wednesday
4862,2023-03-07,1143.04,1729,User_1729,Chennai,Gold,372,Annapurna Foods North Indian,Italian,4.4,2023,3,March,1,Tuesday
4863,2023-07-21,1200.8,2473,User_2473,Hyderabad,Regular,473,Sri Restaurant Andhra,Italian,4.5,2023,7,July,3,Friday
4864,2023-10-19,834.03,1089,User_1089,Hyderabad,Regular,384,Annapurna Biryani Andhra,Mexican,4.6,2023,10,October,4,Thursday
4865,2023-11-02,1392.3,1003,User_1003,Bangalore,Regular,105,Amma Curry House South Indian,Mexican,4.2,2023,11,November,4,Thursday
4866,2023-08-16,529.28,2269,User_2269,Hyderabad,Regular,201,Spice Cafe Pure Veg,Mexican,3.4,2023,8,August,3,Wednesday
4867,2023-03-23,182.73,2647,User_2647,Hyderabad,Gold,338,Grand Kitchen Non-Veg,Mexican,4.5,2023,3,March,1,Thursday
4868,2023-02-28,290.12,2551,User_2551,Pune,Gold,437,Swagath Tiffins Chinese,Indian,3.3,2023,2,February,1,Tuesday
4869,2023-12-28,1097.4,580,User_580,Pune,Regular,38,Grand Tiffins Multicuisine,Italian,5.0,2023,12,December,4,Thursday
4870,2023-01-13,1490.9,2190,User_2190,Pune,Regular,224,Darbar Kitchen Non-Veg,Chinese,4.8,2023,1,January,1,Friday
4871,2023-02-27,1481.45,44,User_44,Chennai,Gold,87,Hotel Curry House Non-Veg,Mexican,3.8,2023,2,February,1,Monday
4872,2023-01-20,863.86,262,User_262,Chennai,Gold,342,Ruchi Cafe Chinese,Mexican,4.1,2023,1,January,1,Friday
4873,2023-07-04,781.52,2048,User_2048,Chennai,Gold,216,Classic Delights Non-Veg,Italian,3.1,2023,7,July,3,Tuesday
4874,2023-09-29,1279.46,1470,User_1470,Pune,Regular,341,Amma Biryani Family Restaurant,Chinese,3.2,2023,9,September,3,Friday
4875,2023-09-05,1420.81,118,User_118,Pune,Regular,343,Sai Cafe Andhra,Mexican,4.4,2023,9,September,3,Tuesday
4876,2023-07-02,513.57,809,User_809,Pune,Gold,370,Swagath Cafe Multicuisine,Chinese,4.4,2023,7,July,3,Sunday
4877,2023-12-15,863.38,605,User_605,Bangalore,Gold,406,Spice Foods Non-Veg,Chinese,4.5,2023,12,December,4,Friday
4878,2023-07-13,608.04,2459,User_2459,Pune,Gold,165,Udupi Kitchen Chinese,Mexican,4.3,2023,7,July,3,Thursday
4879,2023-04-18,1082.14,1208,User_1208,Hyderabad,Regular,395,Royal Restaurant Punjabi,Mexican,4.0,2023,4,April,2,Tuesday
4880,2023-01-28,1091.66,1244,User_1244,Hyderabad,Gold,129,New Cafe North Indian,Indian,4.1,2023,1,January,1,Saturday
4881,2023-03-08,1105.76,1420,User_1420,Pune,Gold,327,Royal Tiffins Chinese,Indian,3.2,2023,3,March,1,Wednesday
4882,2023-05-31,1116.41,940,User_940,Hyderabad,Regular,432,Hotel Eatery Pure Veg,Mexican,5.0,2023,5,May,2,Wednesday
4883,2023-08-18,508.95,1433,User_1433,Hyderabad,Gold,70,Swagath Delights Punjabi,Chinese,4.7,2023,8,August,3,Friday
4884,2023-06-11,123.83,2246,User_2246,Pune,Gold,481,Sai Restaurant Non-Veg,Indian,4.2,2023,6,June,2,Sunday
4885,2023-10-06,335.37,2772,User_2772,Bangalore,Gold,47,Ruchi Cafe Punjabi,Indian,3.4,2023,10,October,4,Friday
4886,2023-08-26,246.23,2374,User_2374,Bangalore,Regular,371,Sai Dhaba Family Restaurant,Chinese,3.1,2023,8,August,3,Saturday
4887,2023-04-20,1360.76,1423,User_1423,Hyderabad,Gold,469,Annapurna Foods Family Restaurant,Italian,3.3,2023,4,April,2,Thursday
4888,2023-04-27,1240.58,498,User_498,Pune,Regular,428,Annapurna Foods Punjabi,Mexican,4.8,2023,4,April,2,Thursday
4889,2023-07-10,1032.14,2284,User_2284,Pune,Regular,13,Taste of Mess Punjabi,Indian,4.6,2023,7,July,3,Monday
4890,2023-04-18,545.93,1519,User_1519,Chennai,Gold,221,New Mess Non-Veg,Chinese,3.7,2023,4,April,2,Tuesday
4891,2023-11-09,602.13,662,User_662,Hyderabad,Regular,209,Royal Tiffins Family Restaurant,Indian,3.6,2023,11,November,4,Thursday
4892,2023-10-31,662.62,1971,User_1971,Hyderabad,Gold,469,Annapurna Foods Family Restaurant,Italian,3.3,2023,10,October,4,Tuesday
4893,2023-10-22,1038.93,2452,User_2452,Pune,Gold,446,Annapurna Cafe Andhra,Indian,4.9,2023,10,October,4,Sunday
4894,2023-07-29,249.42,2882,User_2882,Pune,Gold,142,Ruchi Eatery Family Restaurant,Indian,4.6,2023,7,July,3,Saturday
4895,2023-03-22,208.95,767,User_767,Hyderabad,Gold,406,Spice Foods Non-Veg,Chinese,4.5,2023,3,March,1,Wednesday
4896,2023-06-16,1408.96,995,User_995,Hyderabad,Regular,269,Udupi Mess Pure Veg,Indian,3.5,2023,6,June,2,Friday
4897,2023-05-28,1499.66,168,User_168,Hyderabad,Gold,77,Sri Mess Punjabi,Mexican,4.4,2023,5,May,2,Sunday
4898,2023-06-27,142.63,2460,User_2460,Pune,Gold,321,Sai Restaurant Non-Veg,Chinese,4.7,2023,6,June,2,Tuesday
4899,2023-10-07,1076.21,1932,User_1932,Bangalore,Regular,159,Darbar Dhaba Punjabi,Mexican,4.9,2023,10,October,4,Saturday
4900,2023-10-30,655.05,304,User_304,Pune,Regular,231,New Dhaba Punjabi,Indian,4.1,2023,10,October,4,Monday
4901,2023-06-25,1339.8,2075,User_2075,Hyderabad,Gold,228,Udupi Dhaba Pure Veg,Mexican,4.1,2023,6,June,2,Sunday
4902,2023-03-03,1001.86,668,User_668,Bangalore,Regular,417,Hotel Biryani North Indian,Mexican,3.0,2023,3,March,1,Friday
4903,2023-11-11,1004.38,1407,User_1407,Pune,Gold,278,Swagath Mess Non-Veg,Indian,3.5,2023,11,November,4,Saturday
4904,2023-05-29,1408.07,1461,User_1461,Chennai,Regular,303,Swagath Foods Andhra,Mexican,3.2,2023,5,May,2,Monday
4905,2023-04-18,750.58,2968,User_2968,Chennai,Regular,196,Hotel Curry House Chinese,Italian,5.0,2023,4,April,2,Tuesday
4906,2023-04-27,1056.25,2039,User_2039,Pune,Regular,339,Annapurna Eatery South Indian,Indian,3.1,2023,4,April,2,Thursday
4907,2023-03-07,341.81,670,User_670,Pune,Gold,9,Classic Mess Family Restaurant,Italian,3.1,2023,3,March,1,Tuesday
4908,2023-01-24,406.81,367,User_367,Bangalore,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8,2023,1,January,1,Tuesday
4909,2023-03-20,386.16,200,User_200,Hyderabad,Regular,69,Classic Tiffins Punjabi,Chinese,4.9,2023,3,March,1,Monday
4910,2023-10-01,138.21,2087,User_2087,Bangalore,Regular,348,Royal Restaurant Andhra,Italian,3.0,2023,10,October,4,Sunday
4911,2023-02-13,378.67,1002,User_1002,Pune,Regular,261,Spice Mess Non-Veg,Italian,3.5,2023,2,February,1,Monday
4912,2023-03-26,607.3,663,User_663,Hyderabad,Regular,305,Udupi Delights Multicuisine,Indian,4.6,2023,3,March,1,Sunday
4913,2023-05-09,897.92,2325,User_2325,Pune,Gold,22,Sri Biryani Non-Veg,Chinese,5.0,2023,5,May,2,Tuesday
4914,2023-07-28,1245.19,1574,User_1574,Hyderabad,Gold,127,Hotel Eatery Family Restaurant,Chinese,5.0,2023,7,July,3,Friday
4915,2023-02-02,1080.07,761,User_761,Pune,Regular,80,Spice Mess Chinese,Italian,3.9,2023,2,February,1,Thursday
4916,2023-04-26,1348.28,1900,User_1900,Bangalore,Gold,489,Swagath Foods Punjabi,Italian,3.0,2023,4,April,2,Wednesday
4917,2023-01-02,1057.89,2176,User_2176,Pune,Regular,470,Darbar Foods Multicuisine,Italian,3.6,2023,1,January,1,Monday
4918,2023-08-17,157.39,2785,User_2785,Pune,Gold,284,Ruchi Foods Multicuisine,Indian,4.7,2023,8,August,3,Thursday
4919,2023-10-25,165.51,2506,User_2506,Bangalore,Gold,204,Udupi Dhaba Non-Veg,Mexican,4.7,2023,10,October,4,Wednesday
4920,2023-03-04,651.07,2363,User_2363,Bangalore,Regular,96,Annapurna Biryani Non-Veg,Mexican,4.4,2023,3,March,1,Saturday
4921,2023-11-27,295.94,2973,User_2973,Hyderabad,Gold,383,Amma Biryani North Indian,Indian,3.1,2023,11,November,4,Monday
4922,2023-10-01,1396.71,2944,User_2944,Hyderabad,Gold,394,Grand Tiffins South Indian,Mexican,3.5,2023,10,October,4,Sunday
4923,2023-07-02,1318.99,2963,User_2963,Pune,Regular,48,Royal Tiffins North Indian,Mexican,3.8,2023,7,July,3,Sunday
4924,2023-01-20,487.61,2935,User_2935,Hyderabad,Gold,266,Annapurna Delights Multicuisine,Italian,3.9,2023,1,January,1,Friday
4925,2023-04-04,1139.21,55,User_55,Bangalore,Regular,121,Sri Delights Non-Veg,Indian,4.1,2023,4,April,2,Tuesday
4926,2023-01-03,1371.31,460,User_460,Chennai,Regular,81,Darbar Mess Chinese,Chinese,3.2,2023,1,January,1,Tuesday
4927,2023-07-07,410.3,24,User_24,Hyderabad,Regular,275,Classic Eatery South Indian,Italian,3.8,2023,7,July,3,Friday
4928,2023-09-30,331.68,2620,User_2620,Pune,Gold,49,Amma Curry House Punjabi,Italian,4.0,2023,9,September,3,Saturday
4929,2023-06-18,171.96,712,User_712,Bangalore,Regular,239,Sai Curry House North Indian,Indian,4.9,2023,6,June,2,Sunday
4930,2023-04-10,169.68,1136,User_1136,Hyderabad,Gold,405,Royal Dhaba Punjabi,Indian,4.8,2023,4,April,2,Monday
4931,2023-06-24,1072.99,165,User_165,Chennai,Regular,227,Udupi Curry House Chinese,Italian,3.5,2023,6,June,2,Saturday
4932,2023-04-04,710.59,255,User_255,Chennai,Gold,362,Grand Mess Multicuisine,Indian,4.1,2023,4,April,2,Tuesday
4933,2023-08-21,388.46,882,User_882,Pune,Gold,103,Darbar Restaurant North Indian,Mexican,4.9,2023,8,August,3,Monday
4934,2023-06-28,398.79,2199,User_2199,Chennai,Gold,181,Classic Foods Pure Veg,Indian,4.0,2023,6,June,2,Wednesday
4935,2023-10-16,935.17,1799,User_1799,Chennai,Gold,170,Spice Tiffins Family Restaurant,Mexican,4.4,2023,10,October,4,Monday
4936,2023-04-15,626.55,496,User_496,Chennai,Regular,185,Hotel Dhaba Non-Veg,Mexican,4.5,2023,4,April,2,Saturday
4937,2023-08-28,1380.34,188,User_188,Hyderabad,Regular,439,Classic Cafe Family Restaurant,Mexican,3.1,2023,8,August,3,Monday
4938,2023-01-11,1088.22,2289,User_2289,Pune,Gold,172,Darbar Eatery Family Restaurant,Italian,3.9,2023,1,January,1,Wednesday
4939,2023-08-28,1240.45,1538,User_1538,Bangalore,Regular,308,Annapurna Biryani Family Restaurant,Italian,4.3,2023,8,August,3,Monday
